ukbb_std_name	ukbb_raw_name	outcome	bbs_feature_id	bbs_chemical_name	bbs_pathway	bbs_sub_pathway	unsure	comment
		1-stearoyl-2-oleoyl-GPI (18:0/18:1) levels	metab_compid_52726					
		1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) levels	metab_compid_53195					
		1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) levels	metab_compid_55041					
		1-palmitoyl-2-oleoyl-GPI (16:0/18:1) levels	metab_compid_52669					
		1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) levels	metab_compid_52697					
		1-oleoyl-2-linoleoyl-GPE (18:1/18:2) levels	metab_compid_52687					
		1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) levels	metab_compid_52716					
		Oleoylcholine levels	metab_compid_53260					
		Glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels	metab_compid_53013					
		Arachidonoylcholine levels	metab_compid_53261					
		2-methylserine levels						
		(S)-3-hydroxybutyrylcarnitine levels	metab_compid_52984					
		Methylsuccinoylcarnitine levels						
		Dihomo-linolenoyl-choline levels	metab_compid_53262					
		Docosahexaenoylcholine levels	metab_compid_53263					
		Glycocholate glucuronide (1) levels	metab_compid_52977					
		Caffeic acid sulfate levels	metab_compid_53254					
		Ascorbic acid 2-sulfate levels	metab_compid_63590					
		1-linoleoyl-2-linolenoyl-GPC (18:2/18:3) levels	metab_compid_53176					
		Catechol glucuronide levels						
		Furaneol sulfate levels						
		Lactosyl-N-nervonoyl-sphingosine (d18:1/24:1) levels	metab_compid_57370					
		N-oleoylserine levels	metab_compid_57664					
		Perfluorooctanesulfonate (PFOS) levels	metab_compid_57564					
		Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels						
		1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3) levels	metab_compid_53180					
		Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] levels	metab_compid_54955					
		Hexadecadienoate (16:2n6) levels	metab_compid_57652					
		Glycosyl-N-behenoyl-sphingadienine (d18:2/22:0) levels	metab_compid_57421					
		4-hydroxyphenylacetylglutamine levels	metab_compid_55017					
		Gamma-glutamyl-alpha-lysine levels	metab_compid_55015					
		N-palmitoyl-sphingadienine (d18:2/16:0) levels	metab_compid_57416					
		Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2] levels	metab_compid_54956					
		Palmitoleoylcarnitine (C16:1) levels	metab_compid_53223					
		N-stearoyl-sphingadienine (d18:2/18:0) levels	metab_compid_57417					
		"2,3-dihydroxy-2-methylbutyrate levels"	metab_compid_57547					
		Stearoylcholine levels	metab_compid_57464					
		Glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0) levels	metab_compid_57445					
		N-palmitoyl-heptadecasphingosine (d17:1/16:0) levels	metab_compid_57430					
		"Ceramide (d18:1/14:0, d16:1/16:0) levels"	metab_compid_57432					
		Glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH)) levels	metab_compid_57444					
		"Glycosyl ceramide (d18:2/24:1, d18:1/24:2) levels"	metab_compid_57453					
		"Glycosyl ceramide (d18:1/23:1, d17:1/24:1) levels"	metab_compid_57448					
		Sphingadienine levels	metab_compid_57426					
		"Ceramide (d18:1/17:0, d17:1/18:0) levels"	metab_compid_57434					
		Nisinate (24:6n3) levels	metab_compid_57810					
		"Sphingomyelin (d18:0/20:0, d16:0/22:0) levels"	metab_compid_57476					
		Sphingomyelin (d18:2/24:2) levels	metab_compid_57479					
		"Sphingomyelin (d17:2/16:0, d18:2/15:0) levels"	metab_compid_57483					
		Sphingomyelin (d18:2/23:1) levels	metab_compid_57482					
		Behenoylcarnitine (C22) levels	metab_compid_57514					
		Sphingomyelin (d18:2/18:1) levels	metab_compid_57474					
		"Sphingomyelin (d18:2/21:0, d16:2/23:0) levels"	metab_compid_57480					
		Linoleoylcholine levels	metab_compid_57463					
		"Sphingomyelin (d18:1/19:0, d19:1/18:0) levels"	metab_compid_57475					
		Linolenoylcarnitine (C18:3) levels	metab_compid_57511					
		Heneicosapentaenoate (21:5n3) levels						
		"Sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0) levels"	metab_compid_57478					
		Arachidoylcarnitine (C20) levels	metab_compid_57513					
		Cerotoylcarnitine (C26) levels	metab_compid_57516					
		Lignoceroylcarnitine (C24) levels	metab_compid_57515					
		Docosatrienoate (22:3n6) levels						
		Dihomo-linolenoylcarnitine (C20:3n3 or 6) levels	metab_compid_57521					
		Carotene diol (2) levels	metab_compid_57636					
		Ethyl alpha-glucopyranoside levels	metab_compid_63152					
		Carotene diol (1) levels	metab_compid_57635					
		Nervonoylcarnitine (C24:1) levels	metab_compid_57531					
		Dihomo-linoleoylcarnitine (C20:2) levels	metab_compid_57520					
		"Glycosyl ceramide (d18:1/20:0, d16:1/22:0) levels"	metab_compid_57595					
		Docosahexaenoylcarnitine (C22:6) levels	metab_compid_57523					
		"N,N,N-trimethyl-5-aminovalerate levels"	metab_compid_57687					
		Eicosenoylcarnitine (C20:1) levels	metab_compid_57519					
		Ximenoylcarnitine (C26:1) levels	metab_compid_57517					
		Arachidonoylcarnitine (C20:4) levels	metab_compid_57518					
		5-dodecenoylcarnitine (C12:1) levels	metab_compid_61769					
		2-butenoylglycine levels						
		(N(1) + N(8))-acetylspermidine levels	metab_compid_57814					
		Hydroxy-cmpf levels	metab_compid_62277					
		2-furoylcarnitine levels						
		Cortolone glucuronide (1) levels	metab_compid_48011					
		Carotene diol (3) levels	metab_compid_57637					
		3-hydroxyoleoylcarnitine levels	metab_compid_61840					
		Dodecenedioate (C12:1-DC) levels	metab_compid_61864					
		Trans-2-hexenoylglycine levels	metab_compid_61798					
		2-hydroxyarachidate levels	metab_compid_61700					
		3-hydroxyphenylacetoylglutamine levels						
		Heptenedioate (C7:1-DC) levels	metab_compid_61866					
		Hexadecenedioate (C16:1-DC) levels	metab_compid_61862					
		Octadecenedioate (C18:1-DC) levels	metab_compid_61861					
		Dihydroferulic acid sulfate levels	metab_compid_62857					
		Glutamine conjugate of C7H12O2 levels	metab_compid_47000					
		Hydroxyasparagine levels						
		"Sphingomyelin (d17:1/14:0, d16:1/15:0) levels"	metab_compid_62152					
		Octadecadienedioate (C18:2-DC) levels	metab_compid_61860					
		Perfluorooctanoate (PFOA) levels	metab_compid_62071					
		3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) levels						
		Glutamine conjugate of C6H10O2 (2) levels	metab_compid_63660					
		3-hydroxybutyroylglycine levels						
		Glycine conjugate of C10H14O2 (1) levels	metab_compid_62146					
		Glutamine conjugate of C6H10O2 (1) levels	metab_compid_63657					
		N-methylhydroxyproline levels						
		Glucuronide of C10H18O2 (7) levels	metab_compid_61887					
		Glyco-beta-muricholate levels						
		Glucuronide of C12H22O4 (1) levels						
		"N,n,n-trimethyl-alanylproline betaine (tmap) levels"	metab_compid_40097					
		Glycine conjugate of C10H12O2 levels	metab_compid_62145					
		N-acetyl-2-aminooctanoate levels	metab_compid_62059					
		3-formylindole levels	metab_compid_46738					
		Gamma-glutamylcitrulline levels	metab_compid_62104					
		8-methoxykynurenate levels	metab_compid_57815					
		Tetradecadienoate (14:2) levels	metab_compid_46618					
		3-amino-2-piperidone levels	metab_compid_54704					
		Glucuronide of piperine metabolite C17H21NO3 (3) levels	metab_compid_62290					
		Dodecadienoate (12:2) levels	metab_compid_62276					
		N-lactoyl tyrosine levels	metab_compid_64882					
		"N,N-dimethylalanine levels"	metab_compid_63151					
		Ethyl beta-glucopyranoside levels	metab_compid_49014					
		N-lactoyl phenylalanine levels	metab_compid_64881					
		N-acetyl-isoputreanine levels	metab_compid_62309					
		"2,2'-Methylenebis(6-tert-butyl-p-cresol) levels"	metab_compid_62885					
		N-lactoyl isoleucine levels	metab_compid_64879					
		2-hydroxysebacate levels						
		Ascorbic acid 3-sulfate levels	metab_compid_63687					
		N-lactoyl valine levels	metab_compid_64883					
		6-bromotryptophan levels	metab_compid_62503					
		Delta-CEHC levels						
		Indoleacetoylcarnitine levels	metab_compid_62279					
		N-lactoyl leucine levels	metab_compid_64880					
		3-indoleglyoxylic acid levels	metab_compid_49228					
		Sulfate of piperine metabolite C18H21NO3 (1) levels	metab_compid_62297					
		Methyl vanillate sulfate levels						
		Glucuronide of piperine metabolite C17H21NO3 (4) levels	metab_compid_62291					
		Sulfate of piperine metabolite C16H19NO3 (3) levels	metab_compid_62296					
		Sulfate of piperine metabolite C16H19NO3 (2) levels	metab_compid_62295					
		3-hydroxypyridine glucuronide levels	metab_compid_63236					
		Glucuronide of piperine metabolite C17H21NO3 (5) levels	metab_compid_62292					
		2-naphthol sulfate levels	metab_compid_62520					
		11beta-hydroxyandrosterone glucuronide levels	metab_compid_46634					
		4-ethylcatechol sulfate levels	metab_compid_46614					
		Sulfate of piperine metabolite C18H21NO3 (3) levels	metab_compid_62299					
		"(2,4 or 2,5)-dimethylphenol sulfate levels"	metab_compid_62533					
		11beta-hydroxyetiocholanolone glucuronide levels	metab_compid_64418					
		Cholic acid glucuronide levels	metab_compid_62571					
		4-allylcatechol sulfate levels	metab_compid_46358					
		Glycoursodeoxycholic acid sulfate (1) levels	metab_compid_63731					
		Dihydrocaffeate sulfate (2) levels	metab_compid_62524					
		4-methylhexanoylglutamine levels	metab_compid_62735					
		2-ketocaprylate levels	metab_compid_46456					
		3-hydroxy-2-methylpyridine sulfate levels	metab_compid_63227					
		5-hydroxy-2-methylpyridine sulfate levels	metab_compid_63230					
		3-ethylcatechol sulfate (2) levels						
		3-hydroxyhexanoylcarnitine (1) levels	metab_compid_62557					
		"2,6-dihydroxybenzoic acid levels"	metab_compid_46355					
		3-ethylcatechol sulfate (1) levels	metab_compid_62796					
		Lithocholate sulfate (1) levels	metab_compid_62526					
		4-acetylcatechol sulfate (1) levels	metab_compid_62798					
		"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa) levels"	metab_compid_46260					
		Picolinoylglycine levels	metab_compid_47909					
		Succinoyltaurine levels	metab_compid_63678					
		Undecenoylcarnitine (C11:1) levels	metab_compid_47821					
		Palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) levels	metab_compid_52135					
		Pregnenetriol disulfate levels	metab_compid_46599					
		Tetradecadienedioate (C14:2-DC) levels	metab_compid_62918					
		"Hydroxy-N6,N6,N6-trimethyllysine levels"	metab_compid_52769					
		Pregnenetriol sulfate levels	metab_compid_57715					
		Taurochenodeoxycholic acid 3-sulfate levels	metab_compid_46652					
		Hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)) levels						
		5-hydroxymethyl-2-furoylcarnitine levels						
		Eicosenedioate (C20:1-DC) levels	metab_compid_47652					
		3-hydroxydecanoylcarnitine levels	metab_compid_63358					
		Levulinoylcarnitine levels						
		"Cis 3,4-methyleneheptanoate levels"						
		"Branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid levels"	metab_compid_48067					
		Deoxycholic acid 12-sulfate levels	metab_compid_46677					
		"Branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1) levels"	metab_compid_63615					
		"3,5-dichloro-2,6-dihydroxybenzoic acid levels"	metab_compid_46366					
		Vanillic acid glycine levels						
		(S)-a-amino-omega-caprolactam levels						
		"3-bromo-5-chloro-2,6-dihydroxybenzoic acid levels"	metab_compid_46368					
		Dibutyl sulfosuccinate levels						
		Metabolonic lactone sulfate levels	metab_compid_46588					
		2-hydroxy-4-(methylthio)butanoic acid levels	metab_compid_63739					
		Pentose acid levels	metab_compid_63264					
		Branched chain 14:0 dicarboxylic acid levels						
		S-carboxyethylcysteine levels	metab_compid_64177					
		N-succinyl-phenylalanine levels						
		(2 or 3)-decenoate (10:1n7 or n8) levels	metab_compid_48996					
		"Bilirubin degradation product, C17H20N2O5 (2) levels"						
		"Bilirubin degradation product, C16H18N2O5 (4) levels"						
		"Cis-3,4-methyleneheptanoylcarnitine levels"	metab_compid_64389					
		Tetrahydrocortisol glucuronide levels	metab_compid_46662					
		N-acetyl-2-aminoadipate levels	metab_compid_49466					
		"Bilirubin degradation product, C17H20N2O5 (1) levels"						
		2-methoxyhydroquinone sulfate (1) levels	metab_compid_64049					
		"Bilirubin degradation product, C16H18N2O5 (3) levels"						
		3-hydroxyoctanoylcarnitine (1) levels	metab_compid_46640					
		2-methoxyhydroquinone sulfate (2) levels						
		"Cis-3,4-methyleneheptanoylglycine levels"	metab_compid_47013					
		"Bilirubin degradation product, C16H18N2O5 (2) levels"						
		"2,4-di-tert-butylphenol levels"	metab_compid_46621					
		"Bilirubin degradation product, C16H18N2O5 (1) levels"						
		3-hydroxyoctanoylcarnitine (2) levels	metab_compid_64394					
		Pantothenate levels	metab_compid_1508					
		5-oxoproline levels	metab_compid_1494					
		Phosphoethanolamine levels	metab_compid_1600					
		Picolinate levels	metab_compid_1512					
		3-ureidopropionate levels	metab_compid_3155					
		Erucate (22:1n9) levels	metab_compid_1552					
		Xanthine levels	metab_compid_3147					
		Allantoin levels	metab_compid_1107					
		N-acetylvaline levels	metab_compid_1591					
		N-acetylleucine levels	metab_compid_1587					
		N-acetylmethionine levels	metab_compid_1589					
		Glycerate levels	metab_compid_1572					
		Sarcosine levels	metab_compid_1516					
		Trans-4-hydroxyproline levels	metab_compid_32306					
		Thyroxine levels	metab_compid_2761					
		Pipecolate levels	metab_compid_1444					
		Gamma-glutamyltyrosine levels	metab_compid_2734					
		Methyl indole-3-acetate levels	metab_compid_1584					
		Ursodeoxycholate levels	metab_compid_1605					
		3-hydroxy-3-methylglutarate levels	metab_compid_531					
		Oleoyl ethanolamide levels	metab_compid_38102					
		4-hydroxyphenylpyruvate levels	metab_compid_1669					
		Gamma-glutamylglutamine levels	metab_compid_2730					
		Alpha-tocopherol levels	metab_compid_1561					
		N-acetylalanine levels	metab_compid_1585					
		2-aminobutyrate levels	metab_compid_42374					
		Butyrate/isobutyrate (4:0) levels	metab_compid_46898					
		Urate levels	metab_compid_1604					
		3-hydroxyisobutyrate levels	metab_compid_1549					
		Vanillylmandelate (VMA) levels	metab_compid_1567					
		3-aminoisobutyrate levels	metab_compid_1566					
		4-acetamidobutanoate levels	metab_compid_1558					
		2-hydroxystearate levels	metab_compid_17945					
		N1-methyladenosine levels	metab_compid_15650					
		N-acetylneuraminate levels	metab_compid_32377					
		Gamma-glutamylhistidine levels	metab_compid_18245					
		N-acetylglucosaminylasparagine levels	metab_compid_48149					
		Homovanillate (hva) levels						
		Acetoacetate levels	metab_acetoacetate					
		"Cys-gly, oxidized levels"	metab_compid_18368					
		Dihomo-linoleate (20:2n6) levels	metab_compid_17805					
		Cholate levels	metab_compid_22842					
		Beta-hydroxyisovalerate levels	metab_compid_12129					
		Creatine levels	metab_compid_27718					
		Anthranilate levels	metab_compid_4970					
		Gamma-glutamylleucine levels	metab_compid_18369					
		Choline levels	metab_compid_15506					
		3-methoxytyrosine levels	metab_compid_12017					
		3-phosphoglycerate levels						
		1-palmitoyl-2-linoleoyl-GPC (16:0/18:2) levels	metab_compid_42446					
		1-palmitoyl-2-oleoyl-GPE (16:0/18:1) levels	metab_compid_19263					
		1-palmitoyl-2-linoleoyl-GPI (16:0/18:2) levels	metab_compid_52450					
		Taurocholate levels	metab_compid_18497					
		Taurodeoxycholate levels	metab_compid_12261					
		Stearoyl sphingomyelin (d18:1/18:0) levels	metab_compid_19503					
		N-palmitoyl-sphingosine (d18:1/16:0) levels	metab_compid_44877					
		Taurochenodeoxycholate levels	metab_compid_18494					
		4-hydroxyphenylacetate levels	metab_compid_541					
		"5,6-dihydrothymine levels"	metab_compid_1418					
		1-palmitoyl-2-oleoyl-GPC (16:0/18:1) levels	metab_compid_52461					
		N-stearoyl-sphingosine (d18:1/18:0) levels	metab_compid_54979					
		Glycochenodeoxycholate levels	metab_compid_32346					
		N-formylmethionine levels	metab_compid_2829					
		"N6,n6,n6-trimethyllysine levels"	metab_compid_1498					
		S-adenosylhomocysteine (SAH) levels	metab_compid_42382					
		4-acetaminophen sulfate levels	metab_compid_37475					
		2-hydroxyhippurate (salicylurate) levels	metab_compid_18281					
		Quinolinate levels	metab_compid_1899					
		Eicosapentaenoate (EPA; 20:5n3) levels	metab_compid_18467					
		Laurate (12:0) levels	metab_compid_1645					
		N-acetylputrescine levels	metab_compid_37496					
		Methylsuccinate levels	metab_compid_15745					
		"9,10-DiHOME levels"	metab_compid_38399					
		Linoleate (18:2n6) levels	metab_compid_1105					
		Adenosine 5'-diphosphate (ADP) levels						
		Adenosine 5'-monophosphate (AMP) levels	metab_compid_32342					
		"Adenosine 3',5'-cyclic monophosphate (camp) levels"						
		Arachidonate (20:4n6) levels	metab_compid_1110					
		5-methylthioadenosine (mta) levels	metab_compid_1419					
		Cortisone levels	metab_compid_1769					
		Beta-alanine levels	metab_compid_55					
		Succinate levels	metab_compid_1437					
		Choline phosphate levels	metab_compid_34396					
		Cysteinylglycine levels	metab_compid_35637					
		Phenylpyruvate levels	metab_compid_566					
		Cholesterol levels	metab_compid_63					
		2-hydroxyphenylacetate levels	metab_compid_1432					
		Aspartate levels	metab_compid_443					
		3-(4-hydroxyphenyl)lactate levels	metab_compid_32197					
		Arginine levels	metab_compid_1638					
		Gluconate levels	metab_compid_587					
		Sphinganine levels	metab_compid_17769					
		Gamma-glutamylglutamate levels	metab_compid_36738					
		Flavin adenine dinucleotide (FAD) levels						
		Cortisol levels	metab_compid_1712					
		Hypotaurine levels	metab_compid_590					
		Glutarate (C5-DC) levels	metab_compid_396					
		S-1-pyrroline-5-carboxylate levels	metab_compid_42370					
		Cystine levels	metab_compid_56					
		Cystathionine levels	metab_compid_15705					
		Guanidinoacetate levels	metab_compid_43802					
		Sphingosine levels	metab_compid_17747					
		Deoxycholate levels	metab_compid_1114					
		Glycocholate levels	metab_compid_18476					
		Palmitoleate (16:1n7) levels	metab_compid_33447					
		Stearate (18:0) levels	metab_compid_1358					
		Methionine levels	metab_compid_1302					
		Orotate levels	metab_compid_1505					
		Phosphate levels	metab_compid_42109					
		Inosine levels	metab_compid_1123					
		Inosine 5'-monophosphate (IMP) levels						
		Palmitate (16:0) levels	metab_compid_1336					
		Malate levels	metab_compid_1303					
		Nicotinamide levels	metab_compid_594					
		Myo-inositol levels	metab_compid_1124					
		Lysine levels	metab_compid_1301					
		Citrulline levels	metab_compid_2132					
		Ornithine levels	metab_compid_1493					
		Retinol (Vitamin A) levels	metab_compid_1806					
		1-methylnicotinamide levels	metab_compid_27665					
		Uridine levels	metab_compid_606					
		Pristanate levels	metab_compid_38271					
		Phytanate levels	metab_compid_598					
		Proline levels	metab_compid_1898					
		Glutamate levels	metab_compid_57					
		2'-deoxyuridine levels	metab_compid_52602					
		Myristate (14:0) levels	metab_compid_1365					
		Serine levels	metab_compid_1648					
		Trans-urocanate levels	metab_compid_607					
		Urea levels	metab_compid_1670					
		Pyridoxal levels						
		Taurine levels	metab_compid_2125					
		Salicylate levels	metab_compid_1515					
		Serotonin levels	metab_compid_2342					
		Spermidine levels	metab_compid_485					
		Dimethylglycine levels	metab_compid_5086					
		Betaine levels	metab_compid_3141					
		Xylose levels						
		Caprate (10:0) levels	metab_compid_1642					
		Cytidine levels	metab_compid_514					
		Threonine levels	metab_compid_1284					
		Cytosine levels						
		"12,13-DiHOME levels"	metab_compid_38395					
		Mannose levels	metab_compid_48153					
		Caffeine levels	metab_compid_569					
		Fructose levels	metab_compid_48195					
		Alpha-ketobutyrate levels						
		Cysteine levels	metab_compid_1868					
		Tryptophan levels	metab_compid_54					
		Pseudouridine levels	metab_compid_33442					
		Dihydroorotate levels	metab_compid_601					
		Caprylate (8:0) levels	metab_compid_32492					
		Arachidate (20:0) levels	metab_compid_1118					
		Maltose levels	metab_compid_15586					
		N-stearoyl-sphinganine (d18:0/18:0) levels	metab_compid_1759					
		Sucrose levels	metab_compid_1519					
		Caproate (6:0) levels	metab_compid_32489					
		Nonadecanoate (19:0) levels	metab_compid_1356					
		Asparagine levels	metab_compid_512					
		X-07765 levels	metab_compid_46590					
		Kynurenate levels	metab_compid_1417					
		Alpha-ketoglutarate levels	metab_compid_528					
		X-11308 levels	metab_compid_46390					
		Pentadecanoate (15:0) levels	metab_compid_1361					
		X-11315 levels	metab_compid_49592					
		Margarate (17:0) levels	metab_compid_1121					
		X-11372 levels	metab_compid_46594					
		X-10458 levels	metab_compid_47478					
		X-11299 levels	metab_compid_46592					
		X-11478 levels	metab_compid_46602					
		X-11849 levels	metab_compid_46607					
		X-11787 levels	metab_compid_33132					
		X-11632 levels	metab_compid_47493					
		X-11852 levels	metab_compid_46521					
		X-11847 levels	metab_compid_46488					
		X-11483 levels	metab_compid_47650					
		X-11470 levels	metab_compid_46601					
		X-11381 levels	metab_compid_32698					
		X-11850 levels	metab_compid_46507					
		X-11795 levels	metab_compid_33140					
		X-11444 levels	metab_compid_46460					
		X-11858 levels	metab_compid_47654					
		X-11843 levels	metab_compid_46466					
		X-12127 levels	metab_compid_47702					
		X-12221 levels	metab_compid_47911					
		X-12283 levels	metab_compid_47708					
		X-12410 levels	metab_compid_47921					
		X-12104 levels	metab_compid_52597					
		X-12193 levels	metab_compid_46985					
		X-12216 levels	metab_compid_46613					
		X-12306 levels	metab_compid_47917					
		X-12100 levels	metab_compid_47687					
		X-12261 levels						
		X-11880 levels	metab_compid_46608					
		X-12117 levels						
		X-12407 levels	metab_compid_46615					
		X-12101 levels	metab_compid_47642					
		X-12026 levels	metab_compid_47905					
		X-12411 levels	metab_compid_46616					
		X-12013 levels	metab_compid_46611					
		X-12007 levels	metab_compid_46610					
		X-12462 levels	metab_compid_46620					
		X-12714 levels						
		X-12740 levels	metab_compid_46627					
		X-12730 levels						
		X-12701 levels						
		X-12816 levels						
		X-12731 levels						
		X-12707 levels	metab_compid_47929					
		X-12729 levels	metab_compid_46623					
		X-12830 levels	metab_compid_47662					
		X-12818 levels						
		X-12812 levels	metab_compid_46986					
		X-12822 levels	metab_compid_46997					
		X-12738 levels						
		X-12544 levels	metab_compid_46510					
		X-12680 levels	metab_compid_47201					
		X-12906 levels	metab_compid_47955					
		X-13684 levels	metab_compid_47790					
		X-13507 levels	metab_compid_47439					
		X-12851 levels	metab_compid_46639					
		X-12849 levels						
		X-12847 levels	metab_compid_46364					
		X-13553 levels	metab_compid_47959					
		X-12839 levels	metab_compid_47014					
		X-13729 levels	metab_compid_47971					
		X-13007 levels						
		X-13844 levels	metab_compid_47977					
		X-13728 levels	metab_compid_46645					
		X-12844 levels	metab_compid_46633					
		X-13695 levels						
		X-13723 levels						
		X-14056 levels	metab_compid_46632					
		X-13866 levels	metab_compid_46417					
		X-17146 levels	metab_compid_46691					
		X-16397 levels	metab_compid_47802					
		X-17335 levels	metab_compid_47820					
		X-16964 levels	metab_compid_46685					
		X-16935 levels	metab_compid_46681					
		X-15486 levels	metab_compid_46266					
		X-16580 levels	metab_compid_47804					
		X-17325 levels	metab_compid_46672					
		X-17328 levels	metab_compid_47818					
		X-16087 levels	metab_compid_47988					
		X-17010 levels	metab_compid_47993					
		X-14939 levels	metab_compid_46657					
		X-15461 levels	metab_compid_46283					
		X-15523 levels						
		X-15728 levels	metab_compid_46666					
		X-15503 levels	metab_compid_46977					
		X-16124 levels	metab_compid_46461					
		X-17438 levels	metab_compid_46705					
		X-17354 levels						
		X-17654 levels	metab_compid_46709					
		X-17676 levels	metab_compid_46970					
		X-17367 levels	metab_compid_46994					
		X-17357 levels	metab_compid_48009					
		X-18886 levels	metab_compid_48047					
		X-18887 levels	metab_compid_47301					
		X-17653 levels	metab_compid_46707					
		X-17346 levels						
		X-17690 levels	metab_compid_46710					
		X-18345 levels	metab_compid_47342					
		X-17685 levels	metab_compid_48025					
		X-18888 levels	metab_compid_48048					
		X-18901 levels	metab_compid_46690					
		X-17351 levels	metab_compid_48001					
		X-18779 levels	metab_compid_46687					
		X-21286 levels	metab_compid_46295					
		X-21355 levels						
		X-21319 levels	metab_compid_46363					
		X-21258 levels	metab_compid_46259					
		X-21364 levels	metab_compid_46409					
		X-21353 levels	metab_compid_46398					
		X-19438 levels	metab_compid_46261					
		X-18913 levels	metab_compid_46695					
		X-18921 levels	metab_compid_47671					
		X-21339 levels	metab_compid_46384					
		X-19299 levels						
		X-18935 levels						
		X-21310 levels	metab_compid_46354					
		X-21283 levels	metab_compid_46285					
		X-21285 levels	metab_compid_46294					
		X-21312 levels	metab_compid_46356					
		X-18922 levels	metab_compid_46700					
		X-21442 levels	metab_compid_46487					
		X-21796 levels	metab_compid_46972					
		X-21441 levels	metab_compid_46486					
		X-21752 levels	metab_compid_46923					
		X-21807 levels						
		X-21736 levels	metab_compid_46905					
		X-21829 levels	metab_compid_47006					
		X-21471 levels	metab_compid_46516					
		X-21733 levels	metab_compid_46902					
		X-21742 levels	metab_compid_46911					
		X-21821 levels	metab_compid_46998					
		X-21470 levels	metab_compid_46515					
		X-21383 levels	metab_compid_46428					
		X-21607 levels	metab_compid_46674					
		X-21834 levels	metab_compid_47011					
		X-21467 levels	metab_compid_46512					
		X-22776 levels	metab_compid_48081					
		X-23655 levels						
		X-22834 levels	metab_compid_48185					
		X-22771 levels	metab_compid_48076					
		X-23639 levels	metab_compid_49515					
		X-23648 levels	metab_compid_49525					
		X-23654 levels	metab_compid_49531					
		X-22520 levels	metab_compid_47784					
		X-23641 levels						
		X-23276 levels	metab_compid_48972					
		X-21845 levels	metab_compid_47022					
		X-22509 levels						
		X-23644 levels	metab_compid_49521					
		X-22162 levels	metab_compid_47417					
		X-23587 levels	metab_compid_49463					
		X-23593 levels	metab_compid_49469					
		X-23636 levels						
		X-23678 levels						
		X-23680 levels	metab_compid_49557					
		X-23780 levels	metab_compid_49679					
		X-23974 levels	metab_compid_49883					
		X-23659 levels	metab_compid_49536					
		X-23665 levels	metab_compid_49542					
		X-23782 levels	metab_compid_49681					
		X-24295 levels	metab_compid_52483					
		X-24243 levels	metab_compid_52286					
		X-23739 levels	metab_compid_49637					
		X-23997 levels	metab_compid_52025					
		X-24241 levels	metab_compid_52280					
		X-24328 levels	metab_compid_52524					
		X-24456 levels						
		X-24418 levels	metab_compid_52647					
		X-24344 levels						
		X-24556 levels	metab_compid_52877					
		X-24337 levels	metab_compid_52533					
		X-24546 levels	metab_compid_52867					
		X-24306 levels						
		X-24307 levels						
		X-24334 levels	metab_compid_52530					
		X-24518 levels						
		X-24494 levels	metab_compid_52813					
		X-24544 levels	metab_compid_52865					
		X-24531 levels						
		X-24811 levels	metab_compid_54839					
		X-24757 levels						
		X-24978 levels						
		X-24970 levels						
		X-24795 levels						
		X-24951 levels	metab_compid_57718					
		X-24728 levels	metab_compid_53157					
		X-24565 levels						
		X-24801 levels						
		X-24736 levels						
		X-24585 levels						
		X-24588 levels	metab_compid_52909					
		X-25109 levels	metab_compid_61682					
		X-24947 levels	metab_compid_57714					
		X-24949 levels	metab_compid_57716					
		X-24812 levels	metab_compid_54840					
		X-25217 levels						
		X-25828 levels						
		X-25371 levels	metab_compid_62664					
		X-25419 levels	metab_compid_62716					
		X-25265 levels						
		X-25172 levels						
		X-25957 levels						
		X-25422 levels	metab_compid_62719					
		X-25790 levels	metab_compid_63560					
		X-25420 levels	metab_compid_62717					
		X-25810 levels	metab_compid_63592					
		X-25433 levels	metab_compid_62749					
		X-25343 levels	metab_compid_62636					
		X-25271 levels	metab_compid_62500					
		X-25520 levels	metab_compid_62964					
		X-25519 levels	metab_compid_62963					
		X-26111 levels	metab_compid_64401					
		X-26109 levels	metab_compid_64399					
		X-26054 levels						
		Butyrylcarnitine (C4) levels	metab_compid_32412					
		Androsterone sulfate levels	metab_compid_31591					
		N-acetyltyrosine levels	metab_compid_32390					
		N-acetylglutamine levels	metab_compid_33943					
		N-acetylphenylalanine levels	metab_compid_33950					
